,0
0,6671.674953746477
1,13093.827141096997
2,5765.341330108831
3,4745.681882789562
4,10621.933378038122
5,9429.263692691884
6,2526.6605349569763
7,15912.562526206028
8,9945.458402586602
9,5394.0211669491
10,3955.708828226775
11,5361.329351482147
12,18759.859036498397
13,17237.848915689614
14,23923.1258194246
15,12245.091149466616
16,7065.657421732033
17,7903.279664514161
18,5562.167585594562
19,10266.901889057752
20,4501.86776493381
21,11891.489840731423
22,4419.11692530884
23,11210.098424464579
24,2953.3844001990606
25,3955.869999888874
26,9311.965936018392
27,10061.740296283771
28,5027.5267851455965
29,2709.2081658420634
30,6530.567261632745
31,22138.166878940458
32,2113.0
33,12176.45918740762
34,13599.193013882885
35,14596.779481090818
36,17820.83957954213
37,7894.272556565666
38,5353.419539889529
39,8078.261869566056
40,5229.350279757293
41,8596.928118399665
42,5219.052341235333
43,2050.5600932231264
44,17696.80332216898
45,15515.680818709036
46,5417.242270744615
47,13322.89706161908
48,9162.112112364575
49,6510.165571079571
50,4840.7537744820065
51,9017.491290754053
52,2201.6623050508297
53,6929.68513743345
54,8886.864438810433
55,16249.590260821948
56,6546.866316146495
57,5361.086043454763
58,4623.319144555162
59,9069.821474210841
60,6049.278564956066
61,4801.907184153661
62,10685.52597775138
63,5503.754869057955
64,9186.915989365505
65,16121.3426133046
66,11304.376227881141
67,4080.4567459510263
68,18144.597511202548
69,7355.843878277472
70,10565.655464995725
71,6381.351689457805
72,6954.2169724038995
73,4692.668748263323
74,7924.762898272027
75,3726.4809152836797
76,9391.302219231073
77,1691.2176152661732
78,5567.466839508051
79,12796.47352732693
80,12753.259131472878
81,12419.869075710583
82,18951.573108687076
83,3266.651667429425
84,6292.0969156081965
85,4989.418012095711
86,7662.591062350285
87,9914.532446473733
88,15074.226311703027
89,8704.223491709225
90,3640.0767587066985
91,9110.196928219964
92,9901.332557502044
93,10643.323349371163
94,4894.201116933213
95,17606.297605219912
96,1352.1884515094919
97,13745.273075945466
98,6062.143570550625
99,6900.387827825266
